Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order	Cost Center / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose
TORONTO PARAMEDIC SERVICES	5586-1	2020-07-30	2020-08-03	PETROCAN	20.00	CAD	20.00	CAD	2260	GASOLINE	B41100	MAINTENANCE OF FLEET	5541	Service Stations (with or without Ancill	FUEL 19.065 L @$1.049/L
					20.00	CAD	20.00	CAD							
TORONTO PARAMEDIC SERVICES	5598-1	2020-08-16	2020-08-18	SHELL	100.00	CAD	100.00	CAD	2260	GASOLINE	B41100	MAINTENANCE OF FLEET	5542	"Fuel Dispenser, Automated"	FUEL 95.330L @$1.049/L
					100.00	CAD	100.00	CAD							
SOLID WASTE MANAGEMENT	5586-2	2020-07-31	2020-08-03	PETROCAN	52.34	CAD	52.34	CAD	2260	GASOLINE	CSW930-03-01	KEELE VALLEY SOGR	5541	Service Stations (with or without Ancill	GASOLINE CITY USE
SOLID WASTE MANAGEMENT	5591-1	2020-08-05	2020-08-07	PETROCAN	81.88	CAD	81.88	CAD	2260	GASOLINE	CSW930-03-01	KEELE VALLEY SOGR	5541	Service Stations (with or without Ancill	GASOLINE CITY USE
SOLID WASTE MANAGEMENT	5600-1	2020-08-18	2020-08-20	PETROCAN	91.40	CAD	91.40	CAD	2260	GASOLINE	CSW930-03-01	KEELE VALLEY SOGR	5541	Service Stations (with or without Ancill	GASOLINE CITY USE
					225.62	CAD	225.62	CAD							
SOLID WASTE MANAGEMENT	5592-1	2020-08-07	2020-08-10	FLYING M TRUCK STOP	74.80	CAD	74.80	CAD	2260	GASOLINE	SW0901	GREEN LANE LANDFILL	5541	Service Stations (with or without Ancill	FUEL PURCHASE
					74.80	CAD	74.80	CAD							
SOLID WASTE MANAGEMENT	5605-1	2020-08-26	2020-08-27	FLYING M TRUCK STOP	89.23	CAD	89.23	CAD	2260	GASOLINE	SW0901	GREEN LANE LANDFILL	5541	Service Stations (with or without Ancill	FUEL PURCHASE
					89.23	CAD	89.23	CAD							
SOLID WASTE MANAGEMENT	5586-3	2020-07-31	2020-08-03	PETROCAN	45.30	CAD	45.30	CAD	2280	DIESEL - CLEAR	CSW930-03-01	KEELE VALLEY SOGR	5541	Service Stations (with or without Ancill	DIESEL CITY USE
SOLID WASTE MANAGEMENT	5591-2	2020-08-05	2020-08-07	PETROCAN	23.05	CAD	23.05	CAD	2280	DIESEL - CLEAR	CSW930-01-01	BEARE ROAD SOGR	5541	Service Stations (with or without Ancill	DIESEL FUEL-BEARE RD HE
SOLID WASTE MANAGEMENT	5592-2	2020-08-06	2020-08-10	PETROCAN	33.27	CAD	33.27	CAD	2280	DIESEL - CLEAR	CSW930-01-01	BEARE ROAD SOGR	5541	Service Stations (with or without Ancill	DIESEL FUEL BEARE RD HE
SOLID WASTE MANAGEMENT	5595-1	2020-08-11	2020-08-13	PETROCAN	45.87	CAD	45.87	CAD	2280	DIESEL - CLEAR	CSW930-01-01	BEARE ROAD SOGR	5541	Service Stations (with or without Ancill	DIESEL FUEL BEARE RD HE
SOLID WASTE MANAGEMENT	5596-1	2020-08-12	2020-08-14	PETROCAN	39.81	CAD	39.81	CAD	2280	DIESEL - CLEAR	CSW930-01-01	BEARE ROAD SOGR	5541	Service Stations (with or without Ancill	DIESEL FUEL BEARE RD HE
SOLID WASTE MANAGEMENT	5597-1	2020-08-13	2020-08-17	PETROCAN	41.66	CAD	41.66	CAD	2280	DIESEL - CLEAR	CSW930-01-01	BEARE ROAD SOGR	5541	Service Stations (with or without Ancill	DIESEL FUEL BEARE RD HE
SOLID WASTE MANAGEMENT	5597-2	2020-08-13	2020-08-17	PETROCAN	39.01	CAD	39.01	CAD	2280	DIESEL - CLEAR	CSW930-01-01	BEARE ROAD SOGR	5541	Service Stations (with or without Ancill	DIESEL FUEL BEARE RD HE
SOLID WASTE MANAGEMENT	5598-2	2020-08-14	2020-08-18	SHELL	40.00	CAD	40.00	CAD	2280	DIESEL - CLEAR	CSW930-01-01	BEARE ROAD SOGR	5541	Service Stations (with or without Ancill	DIESEL FUEL BEARE RD HE
SOLID WASTE MANAGEMENT	5599-1	2020-08-17	2020-08-19	PETROCAN	40.46	CAD	40.46	CAD	2280	DIESEL - CLEAR	CSW930-01-01	BEARE ROAD SOGR	5541	Service Stations (with or without Ancill	DIESEL FUEL BEARE RD HE
SOLID WASTE MANAGEMENT	5599-2	2020-08-17	2020-08-19	PETROCAN	41.21	CAD	41.21	CAD	2280	DIESEL - CLEAR	CSW930-01-01	BEARE ROAD SOGR	5541	Service Stations (with or without Ancill	DIESEL FUEL BEARE RD HE
SOLID WASTE MANAGEMENT	5602-1	2020-08-21	2020-08-24	PETROCAN	41.52	CAD	41.52	CAD	2280	DIESEL - CLEAR	CSW930-01-01	BEARE ROAD SOGR	5541	Service Stations (with or without Ancill	DIESEL FUEL BEARE RD HE
SOLID WASTE MANAGEMENT	5602-2	2020-08-21	2020-08-24	PETROCAN	41.17	CAD	41.17	CAD	2280	DIESEL - CLEAR	CSW930-01-01	BEARE ROAD SOGR	5541	Service Stations (with or without Ancill	DIESEL FUEL BEARE RD HE
SOLID WASTE MANAGEMENT	5605-2	2020-08-25	2020-08-27	PETROCAN	26.01	CAD	26.01	CAD	2280	DIESEL - CLEAR	CSW930-01-01	BEARE ROAD SOGR	5541	Service Stations (with or without Ancill	DIESEL FUEL BEARE RD HE
SOLID WASTE MANAGEMENT	5606-1	2020-08-26	2020-08-28	PETROCAN	46.06	CAD	46.06	CAD	2280	DIESEL - CLEAR	CSW930-01-01	BEARE ROAD SOGR	5541	Service Stations (with or without Ancill	DIESEL FUEL BEARE RD HE
					544.40	CAD	544.40	CAD							
SOLID WASTE MANAGEMENT	5602-3	2020-08-20	2020-08-24	PETROCAN	51.52	CAD	51.52	CAD	2260	GASOLINE	CSW930-03-01	KEELE VALLEY SOGR	5541	Service Stations (with or without Ancill	GASOLINE CITY USE
					51.52	CAD	51.52	CAD							
SOLID WASTE MANAGEMENT	5600-2	2020-08-18	2020-08-20	PETROCAN	37.00	CAD	37.00	CAD	2260	GASOLINE	CSW930-03-01	KEELE VALLEY SOGR	5541	Service Stations (with or without Ancill	GASOLINE CITY USE
					37.00	CAD	37.00	CAD							
"PARKS, FORESTRY & RECREATION"	5591-3	2020-08-06	2020-08-07	WATER AND ICE NORTH AM	217.47	CAD	217.47	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P06885	TECHNICAL TRADES SERVICES - 50 BOOTH	5996	Swimming Pools - Sales and Supplies	VACUUM HEAD
					217.47	CAD	217.47	CAD							
"PARKS, FORESTRY & RECREATION"	5592-3	2020-08-07	2020-08-10	AMAZON.CA PRIME MEMBER	-4.51	CAD	-4.51	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13495	YORK CC - PRGM SUPPORT CR	5968	Direct Marketing - Continuity/Subscripti	REFUND MEMBERSHIP FEE
"PARKS, FORESTRY & RECREATION"	5597-3	2020-08-15	2020-08-17	ULINE	938.70	CAD	938.70	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P13495	YORK CC - PRGM SUPPORT CR	5964	Direct Marketing - Catalog Merchants	"**MORE**  1X3"" YELLOW ARROW LABEL 500/RL"
					934.19	CAD	934.19	CAD							
"PARKS, FORESTRY & RECREATION"	5602-4	2020-08-21	2020-08-24	PRINCESS AUTO 44	335.68	CAD	335.68	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P13335	WARDEN CC - PRGM SUPPORT	5085	Industrial Supplies Not Elsewhere Classi	PORTABLE FAN
					335.68	CAD	335.68	CAD							
FLEET SERVICES	5586-4	2020-07-31	2020-08-03	APPLE.COM/BILL	39.54	CAD	39.54	CAD	4995	OTHER EXPENSES	FL4001	FLEET SAFETY & TRAINING	5735	Record Shops	P7 APPLE-MK9XFQF6NT PURCHASE COMMERCIAL VEHICLE SAFETY ALLIANCE 2020
FLEET SERVICES	5601-1	2020-08-20	2020-08-21	SOLID WASTE ASSOCIA	369.11	CAD	273.00	USD	4760	MEMBERSHIP FEES	FL4001	FLEET SAFETY & TRAINING	8398	"Organizations, Charitable and Social Ser"	P8 MEMBERSHIP RENEWAL SWANA- SOLID WASTE
FLEET SERVICES	5607-1	2020-08-27	2020-08-31	CDN TIRE STORE #00460	169.53	CAD	169.53	CAD	*****	HEALTH & SAFETY SUPPLIES	FL4001	FLEET SAFETY & TRAINING	5200	Home Supply Warehouse	**MORE**  P8- MTO HANDBOOKS
					578.18	CAD	209.07	CAD							
							273.00	USD							
"PARKS, FORESTRY & RECREATION"	5596-2	2020-08-12	2020-08-14	CTF SUPPLY (11)	315.88	CAD	315.88	CAD	2710	GENERAL HARDWARE	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5085	Industrial Supplies Not Elsewhere Classi	DRILL BITS
"PARKS, FORESTRY & RECREATION"	5601-2	2020-08-19	2020-08-21	THE HOME DEPOT #7080	11.19	CAD	11.19	CAD	2535	PLUMBING SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5200	Home Supply Warehouse	FLANGE
"PARKS, FORESTRY & RECREATION"	5605-3	2020-08-26	2020-08-27	PAUL WOLF ELECTRIC & L	76.06	CAD	76.06	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5065	Electrical Parts and Equipment	"PVC GLUE, ADAPTERS, DRIVER TOOL"
"PARKS, FORESTRY & RECREATION"	5606-2	2020-08-27	2020-08-28	PAUL WOLF ELECTRIC & L	483.75	CAD	483.75	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5065	Electrical Parts and Equipment	BULBS
					886.88	CAD	886.88	CAD							
TORONTO WATER	5592-4	2020-08-07	2020-08-10	RAM IMAGING	323.75	CAD	323.75	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW4015	WW TREATMT::  ASHBRIDGES BAY TP - ADMIN.	7338	"Quick Copy, Reproduction, and Blueprinti"	HP PRINTER HEAD
					323.75	CAD	323.75	CAD							
"PARKS, FORESTRY & RECREATION"	5596-3	2020-08-13	2020-08-14	SHERIDAN NURSERIES SCA	45.19	CAD	45.19	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5261	Lawn and Garden Supply Stores	BTK CONCENTRATE
"PARKS, FORESTRY & RECREATION"	5598-3	2020-08-17	2020-08-18	ALPINE LAWN GARDEN EQU	98.45	CAD	98.45	CAD	3010	M & E - AGRICULTURAL & BOTANICAL	P00272	E-SOUTH2-TURF&HORT	5251	Hardware Stores	"BRUSH CUTTER BLADES, SHARPENERS"
"PARKS, FORESTRY & RECREATION"	5602-5	2020-08-21	2020-08-24	THE HOME DEPOT #7107	150.00	CAD	150.00	CAD	4590	RENTAL - OTHER	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	DEPOSIT
"PARKS, FORESTRY & RECREATION"	5602-6	2020-08-21	2020-08-24	THE HOME DEPOT #7107	28.03	CAD	28.03	CAD	4590	RENTAL - OTHER	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	MSC RNTL FEE
"PARKS, FORESTRY & RECREATION"	5603-1	2020-08-24	2020-08-25	RONA # 55140	224.76	CAD	224.76	CAD	2531	LUMBER	P00272	E-SOUTH2-TURF&HORT	5251	Hardware Stores	LUMBER
"PARKS, FORESTRY & RECREATION"	5604-1	2020-08-24	2020-08-26	THE HOME DEPOT #7107	150.00	CAD	150.00	CAD	4590	RENTAL - OTHER	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	DEPOSIT
"PARKS, FORESTRY & RECREATION"	5605-4	2020-08-26	2020-08-27	ALPINE LAWN GARDEN EQU	564.94	CAD	564.94	CAD	3010	M & E - AGRICULTURAL & BOTANICAL	P00272	E-SOUTH2-TURF&HORT	5251	Hardware Stores	STIHL ROTOTILLER
"PARKS, FORESTRY & RECREATION"	5607-2	2020-08-28	2020-08-31	THE HOME DEPOT #7107	562.13	CAD	562.13	CAD	4590	RENTAL - OTHER	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	DMG WAIVER
					"1,823.50"	CAD	"1,823.50"	CAD							
FACILITIES MANAGEMENT	5586-5	2020-07-28	2020-08-03	UNITED REFRIGERATION	62.84	CAD	62.84	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61613274	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	FAN BLADE
FACILITIES MANAGEMENT	5591-4	2020-07-30	2020-08-07	MCKAY BOILER SUPPLIES	160.18	CAD	160.18	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61613860	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5999	Miscellaneous and Specialty Retail Store	PARTS RECEIPT
FACILITIES MANAGEMENT	5591-5	2020-07-30	2020-08-07	MCKAY BOILER SUPPLIES	239.42	CAD	239.42	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61613365	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5999	Miscellaneous and Specialty Retail Store	PARTS RECEIPT
FACILITIES MANAGEMENT	5591-6	2020-08-04	2020-08-07	MCKAY BOILER SUPPLIES	157.50	CAD	157.50	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61613365	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5999	Miscellaneous and Specialty Retail Store	PARTS RECEIPT 2
FACILITIES MANAGEMENT	5591-7	2020-08-04	2020-08-07	MCKAY BOILER SUPPLIES	-239.42	CAD	-239.42	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61613365	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5999	Miscellaneous and Specialty Retail Store	BOILER PARTS
FACILITIES MANAGEMENT	5595-2	2020-08-10	2020-08-13	UNITED REFRIGERATION	281.49	CAD	281.49	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61604410	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	SHALLOW CONDENSATE PUMPS
FACILITIES MANAGEMENT	5597-4	2020-08-13	2020-08-17	THE HOME DEPOT #7012	54.77	CAD	54.77	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61614868	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  1/4 BARB SPL
FACILITIES MANAGEMENT	5598-4	2020-08-17	2020-08-18	INDEPENDENT ELECTRIC S	51.48	CAD	51.48	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61620075	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	ELECTRICAL WIRE
FACILITIES MANAGEMENT	5598-5	2020-08-17	2020-08-18	WWG / TOTALINE	423.75	CAD	423.75	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61619839	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	WINDOW AC
FACILITIES MANAGEMENT	5599-3	2020-08-14	2020-08-19	UNITED REFRIGERATION	300.00	CAD	300.00	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61620075	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	PARTS RECEIPT
FACILITIES MANAGEMENT	5599-4	2020-08-17	2020-08-19	UNITED REFRIGERATION	339.79	CAD	339.79	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61620075	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	ELECTRICAL PARTS
FACILITIES MANAGEMENT	5604-2	2020-08-25	2020-08-26	THE MASTER GROUP CRANF	138.22	CAD	138.22	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61621668	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	PARTS RECEIPT
					"1,970.02"	CAD	"1,970.02"	CAD							
TORONTO WATER	5594-1	2020-08-10	2020-08-12	THE HOME DEPOT #7080	107.68	CAD	107.68	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7075	WTR TREAT & SUPPLY:TRANSMISSION-CTRL SVC	5200	Home Supply Warehouse	**MORE**  7PC GUN KIT
TORONTO WATER	5596-4	2020-08-12	2020-08-14	THE HOME DEPOT #7134	452.05	CAD	452.05	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7075	WTR TREAT & SUPPLY:TRANSMISSION-CTRL SVC	5200	Home Supply Warehouse	**MORE**  PLIERSWRENCH
TORONTO WATER	5597-5	2020-08-14	2020-08-17	THE HOME DEPOT #7132	141.70	CAD	141.70	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7075	WTR TREAT & SUPPLY:TRANSMISSION-CTRL SVC	5200	Home Supply Warehouse	**MORE**  SDSMAX MX2
TORONTO WATER	5597-6	2020-08-14	2020-08-17	MISSISSAUGA HARDWARE C	45.14	CAD	45.14	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7075	WTR TREAT & SUPPLY:TRANSMISSION-CTRL SVC	5251	Hardware Stores	SDS DRILL BIT FOR HARPREET
TORONTO WATER	5598-6	2020-08-17	2020-08-18	PRO STAR TRUCK LUBE &	361.60	CAD	361.60	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7075	WTR TREAT & SUPPLY:TRANSMISSION-CTRL SVC	7538	Automotive Service Shops	OIL FOR PRH GENERATOR
TORONTO WATER	5599-5	2020-08-17	2020-08-19	THE HOME DEPOT #7132	-141.70	CAD	-141.70	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7075	WTR TREAT & SUPPLY:TRANSMISSION-CTRL SVC	5200	Home Supply Warehouse	**MORE**  SDSMAX MX2
					966.47	CAD	966.47	CAD							
FIRE SERVICES	5596-5	2020-08-12	2020-08-14	CARDAN ROAD CLEANERS I	"5,169.11"	CAD	"5,169.11"	CAD	4424	CONTRACTED SERVICES - GENERAL	FR0025	MECHANICAL MAINT-VEHICLE MAINT	1520	General Contractors - Residential and Co	HYDRO VAC SERVICES AND DISPOSAL
FIRE SERVICES	5598-7	2020-08-17	2020-08-18	DRAEGER SAFETY CANADA	"2,087.74"	CAD	"2,087.74"	CAD	4424	CONTRACTED SERVICES - GENERAL	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5046	Commercial Equipment Not Elsewhere Class	THERMAL IMAGING CAMERA REPAIRS
					"7,256.85"	CAD	"7,256.85"	CAD							
"PARKS, FORESTRY & RECREATION"	5607-3	2020-08-28	2020-08-31	NOBLE 1010	331.25	CAD	331.25	CAD	2535	PLUMBING SUPPLIES	P03032	ANGELA JAMES-OPERATIONS	5251	Hardware Stores	WATER METER PART
					331.25	CAD	331.25	CAD							
FACILITIES MANAGEMENT	5589-1	2020-08-05	2020-08-06	APPLEBY LOCK	79.10	CAD	79.10	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61613454	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7399	Business Services - Not Elsewhere Classi	CYLINDER REKEYED
FACILITIES MANAGEMENT	5589-2	2020-08-05	2020-08-06	APPLEBY LOCK	452.00	CAD	452.00	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61614995	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7399	Business Services - Not Elsewhere Classi	"INSTALL NEW DEADBOLT, 5 MORTISE CYLINDERS REKEYED"
FACILITIES MANAGEMENT	5589-3	2020-08-05	2020-08-06	APPLEBY LOCK	135.60	CAD	135.60	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61613843	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7399	Business Services - Not Elsewhere Classi	CUT KEYS
FACILITIES MANAGEMENT	5589-4	2020-08-05	2020-08-06	APPLEBY LOCK	757.10	CAD	757.10	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61613818	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7399	Business Services - Not Elsewhere Classi	REKEY
FACILITIES MANAGEMENT	5589-5	2020-08-05	2020-08-06	APPLEBY LOCK	135.60	CAD	135.60	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61613928	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7399	Business Services - Not Elsewhere Classi	KEYS
FACILITIES MANAGEMENT	5589-6	2020-08-05	2020-08-06	APPLEBY LOCK	480.25	CAD	480.25	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61613472	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7399	Business Services - Not Elsewhere Classi	REKEY EXTERIOR DOORS AND PROVIDE 10 KEYS
FACILITIES MANAGEMENT	5589-7	2020-08-05	2020-08-06	APPLEBY LOCK	45.20	CAD	45.20	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61615067	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7399	Business Services - Not Elsewhere Classi	KEYS
FACILITIES MANAGEMENT	5591-8	2020-08-06	2020-08-07	APPLEBY LOCK	203.40	CAD	203.40	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61619450	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7399	Business Services - Not Elsewhere Classi	KEYS
FACILITIES MANAGEMENT	5591-9	2020-08-06	2020-08-07	REMAC DOOR & HARDWARE	"1,862.77"	CAD	"1,862.77"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61619157	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5719	Miscellaneous House Furnishing Specialty	3 DOORS AND FRAMES WITH SIDE LITE
FACILITIES MANAGEMENT	5592-6	2020-08-06	2020-08-10	EXTRUDE-A-TRIM INC.	684.78	CAD	684.78	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61613034	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5039	Construction Materials Not Elsewhere Cla	Trim
FACILITIES MANAGEMENT	5592-7	2020-08-07	2020-08-10	CTF SUPPLY (11)	80.59	CAD	80.59	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61612480	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	DOUBLE SIDED TAPE SUPER LOCATIVE
FACILITIES MANAGEMENT	5592-8	2020-08-07	2020-08-10	CTF SUPPLY (11)	161.18	CAD	161.18	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61613560	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	DOUBLE SIDED TAPE SUPER BOND LOCK TIRE
FACILITIES MANAGEMENT	5598-8	2020-08-17	2020-08-18	APPLEBY LOCK	186.45	CAD	186.45	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61620414	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7399	Business Services - Not Elsewhere Classi	RE 2 KEY CYLINDER TO REAL ESTATE “C”
FACILITIES MANAGEMENT	5598-9	2020-08-17	2020-08-18	APPLEBY LOCK	175.15	CAD	175.15	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61615011	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7399	Business Services - Not Elsewhere Classi	RE KEY TO REAL ESTATE “C” KEY
FACILITIES MANAGEMENT	5598-10	2020-08-17	2020-08-18	APPLEBY LOCK	163.85	CAD	163.85	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61619933	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7399	Business Services - Not Elsewhere Classi	KEYS CUT
FACILITIES MANAGEMENT	5599-6	2020-08-17	2020-08-19	EXTRUDE-A-TRIM INC.	195.72	CAD	195.72	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61613560	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5039	Construction Materials Not Elsewhere Cla	DIVIDER TRIM FOR PLEXIGLASS
					"5,798.74"	CAD	"5,798.74"	CAD							
"PARKS, FORESTRY & RECREATION"	5594-2	2020-08-11	2020-08-12	LOBLAWS LESLIE ST	32.45	CAD	32.45	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P00539	EASTERN BEACHES-TURF&HORT	5411	"Grocery Stores, Supermarkets"	"WATER,"
"PARKS, FORESTRY & RECREATION"	5595-3	2020-08-11	2020-08-13	THE HOME DEPOT #7080	409.76	CAD	409.76	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00539	EASTERN BEACHES-TURF&HORT	5200	Home Supply Warehouse	**MORE**  1/4X3-1/4FHD
"PARKS, FORESTRY & RECREATION"	5597-7	2020-08-14	2020-08-17	THE HOME DEPOT #7073	213.89	CAD	213.89	CAD	2531	LUMBER	P00539	EASTERN BEACHES-TURF&HORT	5200	Home Supply Warehouse	2X6X8SIENNA
"PARKS, FORESTRY & RECREATION"	5601-3	2020-08-20	2020-08-21	LOBLAWS LESLIE ST	25.96	CAD	25.96	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P00539	EASTERN BEACHES-TURF&HORT	5411	"Grocery Stores, Supermarkets"	WAER
"PARKS, FORESTRY & RECREATION"	5602-7	2020-08-21	2020-08-24	LOBLAWS #1021	281.03	CAD	281.03	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00539	EASTERN BEACHES-TURF&HORT	5411	"Grocery Stores, Supermarkets"	PERENNIALS
"PARKS, FORESTRY & RECREATION"	5602-8	2020-08-21	2020-08-24	EAST END GARDEN CENTRE	107.28	CAD	107.28	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00539	EASTERN BEACHES-TURF&HORT	5261	Lawn and Garden Supply Stores	PERENNIALS
"PARKS, FORESTRY & RECREATION"	5603-2	2020-08-24	2020-08-25	LEE VALLEY - DOWNTOWN	112.44	CAD	112.44	CAD	3080	M & E - HAND TOOLS	P00539	EASTERN BEACHES-TURF&HORT	5072	Hardware Equipment and Supplies	HAND PRUNERS
					"1,182.81"	CAD	"1,182.81"	CAD							
TORONTO WATER	5602-9	2020-08-22	2020-08-24	APPLE.COM/BILL	9.03	CAD	9.03	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TW2060	D&C: WASTEWATER & STORMWATER PUMPING	5735	Record Shops	MISROSOFT LICENSE FEE
					9.03	CAD	9.03	CAD							
"PARKS, FORESTRY & RECREATION"	5597-8	2020-08-12	2020-08-17	ONEIDA EQUIPMENT LTD	161.33	CAD	161.33	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5712	"Equipment, Furniture, and Home Furnishin"	CHAIN SAW PARTS
"PARKS, FORESTRY & RECREATION"	5600-4	2020-08-18	2020-08-20	THE HOME DEPOT #7129	163.53	CAD	163.53	CAD	2531	LUMBER	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5200	Home Supply Warehouse	**MORE**  2X6X12SIENNA
"PARKS, FORESTRY & RECREATION"	5602-10	2020-08-20	2020-08-24	THE HOME DEPOT #7078	450.69	CAD	450.69	CAD	2531	LUMBER	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5200	Home Supply Warehouse	**MORE**  6X6X12SIENNA
