Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx.Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order	Cost Center / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose
TORONTO PARAMEDIC SERVICES	5188-77	2019-02-14	2019-02-15	HORNER ESSO	20.32	CAD	20.32	CAD	2199	MISCELLANEOUS PARTS	B41100	MAINTENANCE OF FLEET	5541	Service Stations (with or without Ancill	EMERGENCY OIL
					20.32	CAD	20.32	CAD							
SOLID WASTE MANAGEMENT	5186-6	2019-02-12	2019-02-13	PETROCAN	95.63	CAD	95.63	CAD	2260	GASOLINE	CSW312-18-04	KEELE VALLEY LF UTILITY & SOGR	5541	Service Stations (with or without Ancill	GASOLINE-CITY USE
SOLID WASTE MANAGEMENT	5193-15	2019-02-22	2019-02-22	PETROCAN	98.13	CAD	98.13	CAD	2260	GASOLINE	CSW312-18-04	KEELE VALLEY LF UTILITY & SOGR	5541	Service Stations (with or without Ancill	GASOLINE-CITY USE
					193.76	CAD	193.76	CAD							
SOLID WASTE MANAGEMENT	5182-31	2019-02-08	2019-02-08	FLYING M TRUCK STOP	69.33	CAD	69.33	CAD	2260	GASOLINE	SW0901	GREEN LANE LANDFILL	5541	Service Stations (with or without Ancill	FUEL PURCHASE
					69.33	CAD	69.33	CAD							
SOLID WASTE MANAGEMENT	5176-39	2019-02-01	2019-02-01	FLYING M TRUCK STOP	75.62	CAD	75.62	CAD	2260	GASOLINE	SW0901	GREEN LANE LANDFILL	5541	Service Stations (with or without Ancill	FUEL PURCHASE
SOLID WASTE MANAGEMENT	5194-10	2019-02-25	2019-02-25	FLYING M TRUCK STOP	78.20	CAD	78.20	CAD	2260	GASOLINE	SW0901	GREEN LANE LANDFILL	5541	Service Stations (with or without Ancill	FUEL PURCHASE
					153.82	CAD	153.82	CAD							
SOLID WASTE MANAGEMENT	5182-32	2019-02-06	2019-02-07	PETROCAN	83.85	CAD	83.85	CAD	2280	DIESEL - CLEAR	CSW312-18-04	KEELE VALLEY LF UTILITY & SOGR	5541	Service Stations (with or without Ancill	DIESEL-CITY USE
					83.85	CAD	83.85	CAD							
"PARKS, FORESTRY & RECREATION"	5176-83	2019-02-01	2019-02-01	METRO #719	84.57	CAD	84.57	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13495	YORK CC - PRGM SUPPORT CR	5411	"Grocery Stores, Supermarkets"	"TOMATO SAUCE, CUCUMBERS, CHEESE, LETTUCE"
"PARKS, FORESTRY & RECREATION"	5180-24	2019-02-05	2019-02-05	METRO #493	202.91	CAD	202.91	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13495	YORK CC - PRGM SUPPORT CR	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM - GROCERIES
"PARKS, FORESTRY & RECREATION"	5183-23	2019-02-10	2019-02-10	MICHAELS #3983	15.99	CAD	15.99	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13495	YORK CC - PRGM SUPPORT CR	5945	"Game, Toy, and Hobby Shops"	COOKING PROGRAM - FOOD ITEMS
"PARKS, FORESTRY & RECREATION"	5183-24	2019-02-10	2019-02-10	METRO #493	263.82	CAD	263.82	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13495	YORK CC - PRGM SUPPORT CR	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM - GROCERIES
"PARKS, FORESTRY & RECREATION"	5190-17	2019-02-19	2019-02-19	NOFRILLS ROSS 782	17.70	CAD	17.70	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13495	YORK CC - PRGM SUPPORT CR	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM - GROCERIES
"PARKS, FORESTRY & RECREATION"	5192-77	2019-02-22	2019-02-22	NOFRILLS ROSS 782	8.00	CAD	8.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13495	YORK CC - PRGM SUPPORT CR	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM - GROCERIES
"PARKS, FORESTRY & RECREATION"	5192-78	2019-02-21	2019-02-21	METRO #719	101.25	CAD	101.25	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13495	YORK CC - PRGM SUPPORT CR	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM - GROCERIES
"PARKS, FORESTRY & RECREATION"	5196-32	2019-02-27	2019-02-27	NOFRILLS ROSS 782	23.67	CAD	23.67	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13495	YORK CC - PRGM SUPPORT CR	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM - GROCERIES
"PARKS, FORESTRY & RECREATION"	5196-33	2019-02-27	2019-02-27	METRO #493	239.29	CAD	239.29	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13495	YORK CC - PRGM SUPPORT CR	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM - GROCERIES
					957.20	CAD	957.20	CAD							
SOLID WASTE MANAGEMENT	5181-33	2019-02-06	2019-02-06	DANATEC.COM	78.99	CAD	78.99	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	SW0739	MATERIAL RECYCLING FACILITY - ARROW ROAD	5734	Computer Software Stores	TDG ONLINE TRAINING
SOLID WASTE MANAGEMENT	5192-79	2019-02-21	2019-02-21	RECYCLING COUNCIL OF O	"1,575.00"	CAD	"1,575.00"	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	SW0739	MATERIAL RECYCLING FACILITY - ARROW ROAD	7392	"Consulting, Management, and Public Relat"	WASTE AUDIT TRAINING
					"1,653.99"	CAD	"1,653.99"	CAD							
"PARKS, FORESTRY & RECREATION"	5191-48	2019-02-19	2019-02-20	YOUR DOLLAR STORE WITH	33.90	CAD	33.90	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13335	WARDEN CC - PRGM SUPPORT	5999	Miscellaneous and Specialty Retail Store	TABLE CLOTHS
					33.90	CAD	33.90	CAD							
ECONOMIC DEVELOPMENT & CULTURE	5181-41	2019-02-06	2019-02-06	"GOOGLE *WAZE,INC"	265.73	CAD	196.27	USD	4414	ADVERTISING & PROMOTION	AH0068	MH OS PROGRAM DESIGN & DEVELOPMENT	7311	Advertising Services	ADVERTISING
ECONOMIC DEVELOPMENT & CULTURE	5184-35	2019-02-11	2019-02-11	ISTOCK.COM	305.15	CAD	305.15	CAD	4085	PROF & TECH-MGMT	AH0068	MH OS PROGRAM DESIGN & DEVELOPMENT	7333	"Commercial Art, Graphics, Photography"	IMAGE PURCHASE
ECONOMIC DEVELOPMENT & CULTURE	5189-4	2019-02-18	2019-02-18	HOO*HOOTSUITE INC	15.35	CAD	11.29	USD	4085	PROF & TECH-MGMT	AH0068	MH OS PROGRAM DESIGN & DEVELOPMENT	5968	Direct Marketing - Continuity/Subscripti	MEDIA MONITORING
ECONOMIC DEVELOPMENT & CULTURE	5191-58	2019-02-20	2019-02-20	BILLET WEEZEVENT	"1,395.41"	CAD	"1,030.00"	USD	4414	ADVERTISING & PROMOTION	AH0068	MH OS PROGRAM DESIGN & DEVELOPMENT	7372	"Computer Programming, Integrated Systems"	ADVERTISING
ECONOMIC DEVELOPMENT & CULTURE	5191-59	2019-02-20	2019-02-20	PORTER AI	329.70	CAD	329.70	CAD	4253	CONFERENCES/SEMINARS - AIR/RAIL/BUS TRAV	AH0068	MH OS PROGRAM DESIGN & DEVELOPMENT	4511	"Air Carriers, Airlines - Not Elsewhere C"	AIR TRANS-MONTREAL
ECONOMIC DEVELOPMENT & CULTURE	5197-3	2019-02-28	2019-02-28	UPAKNEE EMAIL	271.20	CAD	271.20	CAD	4085	PROF & TECH-MGMT	AH0068	MH OS PROGRAM DESIGN & DEVELOPMENT	7392	"Consulting, Management, and Public Relat"	MEDIA MONITORING
					"2,582.54"	CAD	906.05	CAD							
							"1,237.56"	USD							
FLEET SERVICES	5188-24	2019-02-15	2019-02-15	MTO RUS PRIS	5.00	CAD	5.00	CAD	4830	PERMIT & LICENSE FEES	FL4001	FLEET SAFETY & TRAINING	9399	Government Services - Not Elsewhere Clas	2-VEHICLE ABSTRACT
FLEET SERVICES	5191-60	2019-02-20	2019-02-20	INFRASTRUCTURE H&S ASS	476.60	CAD	476.60	CAD	4760	MEMBERSHIP FEES	FL4001	FLEET SAFETY & TRAINING	5942	Book Stores	2-SIGNING AUTHORITY RENEWAL
FLEET SERVICES	5197-4	2019-02-28	2019-02-28	INFRASTRUCTURE H&S ASS	474.60	CAD	474.60	CAD	4760	MEMBERSHIP FEES	FL4001	FLEET SAFETY & TRAINING	5942	Book Stores	2-SIGNING AUTHORITY RENEWAL
					956.20	CAD	956.20	CAD							
SOLID WASTE MANAGEMENT	5192-104	2019-02-20	2019-02-21	PACIFIC FASTENERS (198	9.61	CAD	9.61	CAD	2710	GENERAL HARDWARE	CSW312-18-03	BROCK WEST LF UTILITY & SOGR	5251	Hardware Stores	REPLACE FILTRATION SYSTEM FILTER
					9.61	CAD	9.61	CAD							
"PARKS, FORESTRY & RECREATION"	5179-45	2019-02-05	2019-02-05	ULINE	952.59	CAD	952.59	CAD	3310	FURNISHINGS	P00272	E-SOUTH2-TURF&HORT	5964	Direct Marketing - Catalog Merchants	**MORE**  20  DOUBLE PRONG TOOL RACK
"PARKS, FORESTRY & RECREATION"	5180-36	2019-02-05	2019-02-05	ULINE PICK-UP CANADA	977.45	CAD	977.45	CAD	3310	FURNISHINGS	P00272	E-SOUTH2-TURF&HORT	7399	Business Services - Not Elsewhere Classi	STEEL SHELVING
"PARKS, FORESTRY & RECREATION"	5181-42	2019-02-05	2019-02-06	THE HOME DEPOT #7107	13.63	CAD	13.63	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	DOMFAIRRG
"PARKS, FORESTRY & RECREATION"	5182-114	2019-02-06	2019-02-07	CDN TIRE STORE #00273	18.06	CAD	18.06	CAD	3080	M & E - HAND TOOLS	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	SNOW BRUSHES
"PARKS, FORESTRY & RECREATION"	5185-33	2019-02-12	2019-02-12	LOWES #02633*	591.69	CAD	591.69	CAD	2110	PARTS - FURNITURE & FIXTURES	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  S/S SINK STRAINER
					"2,553.42"	CAD	"2,553.42"	CAD							
FACILITIES MANAGEMENT	5179-46	2019-02-04	2019-02-04	ENGINEERED AIR	"1,319.84"	CAD	"1,319.84"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61496300	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	1711	"Air Conditioning, Heating, and Plumbing"	AIR MAKEUP PARTS 1
FACILITIES MANAGEMENT	5179-47	2019-02-04	2019-02-04	NOBLE 1017	"1,719.78"	CAD	"1,719.78"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61496308	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	PARTS RECEIPT
FACILITIES MANAGEMENT	5180-37	2019-02-01	2019-02-05	AIR HEAT SUPPLIES #3	69.66	CAD	69.66	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61494100	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	FILTERS
FACILITIES MANAGEMENT	5180-38	2019-02-05	2019-02-05	ENGINEERED AIR	515.28	CAD	515.28	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61496300	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	1711	"Air Conditioning, Heating, and Plumbing"	AIR MAKEUP PARTS 2
FACILITIES MANAGEMENT	5180-39	2019-02-05	2019-02-05	PRO KONTROL (TORONTO)	446.12	CAD	446.12	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61493766	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	PARTS RECEIPT
FACILITIES MANAGEMENT	5180-40	2019-02-05	2019-02-05	PRO KONTROL (TORONTO)	304.73	CAD	304.73	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61491697	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	FREEZE STAT
FACILITIES MANAGEMENT	5182-115	2019-02-05	2019-02-07	UNITED REFRIGERATION	86.31	CAD	86.31	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61492582	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	PARTS 2
FACILITIES MANAGEMENT	5182-116	2019-02-07	2019-02-07	PAUL WOLF ELECTRIC & L	224.78	CAD	224.78	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61496517	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	PARTS RECEIPT
FACILITIES MANAGEMENT	5187-124	2019-02-14	2019-02-14	THE MASTER GROUP CRANF	351.60	CAD	351.60	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61497663	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	PARTS RECEIPT 2
FACILITIES MANAGEMENT	5187-125	2019-02-14	2019-02-14	THE MASTER GROUP CRANF	375.16	CAD	375.16	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61492582	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	THERMOSTAT COVERS 4TH FLOOR
FACILITIES MANAGEMENT	5187-126	2019-02-14	2019-02-14	THE MASTER GROUP CRANF	133.49	CAD	133.49	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61497663	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	PARTS RECEIPT 1
FACILITIES MANAGEMENT	5187-127	2019-02-14	2019-02-14	NOBLE 1017	218.58	CAD	218.58	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61491697	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	MISCELLANEOUS PIPING
